,Date,Startup,Vertical,SubVertical,City,Investor,Type,Amount in cr,month,year
1653,2017-04-11,ninjacart,ecommerce,B2B agri-marketing platform,bangalore, Mistletoe,Private Equity,46.75,4,2017
1654,2017-04-11,ninjacart,ecommerce,B2B agri-marketing platform,bangalore, Qualcomm Ventures,Private Equity,46.75,4,2017
1655,2017-04-11,ninjacart,ecommerce,B2B agri-marketing platform,bangalore, M&S Partners,Private Equity,46.75,4,2017
1656,2017-04-11,mergerware,technology,Software solutions for M&As,bangalore,Philippe Bouchet,Seed Funding,0.85,4,2017
1657,2017-04-11,sports_flashes,consumer_internet,Online Sports portal & Mobile app,delhi,Sushil Kumar,Seed Funding,0.0,4,2017
1658,2017-04-11,sports_flashes,consumer_internet,Online Sports portal & Mobile app,delhi, Sandeep Singh,Seed Funding,0.0,4,2017
1659,2017-04-12,clovia,ecommerce,Online lingerie & Sleepwear etailer,delhi,Ivycap Ventures Advisors,Private Equity,34.0,4,2017
1660,2017-04-12,clovia,ecommerce,Online lingerie & Sleepwear etailer,delhi, Singularity Ventures and Ravi Dhariwal,Private Equity,34.0,4,2017
1661,2017-04-12,emiza,logistics,Third Party Logistics provider,mumbai,Mayfield,Private Equity,38.25,4,2017
1662,2017-04-12,emiza,logistics,Third Party Logistics provider,mumbai, Nishant Rao,Private Equity,38.25,4,2017
1663,2017-04-12,emiza,logistics,Third Party Logistics provider,mumbai, Dileep Nath,Private Equity,38.25,4,2017
1664,2017-04-12,hackerearth,consumer_internet,Online Skill Assessment Platform,bangalore,DHI Group Inc,Private Equity,38.25,4,2017
1665,2017-04-12,hackerearth,consumer_internet,Online Skill Assessment Platform,bangalore, Prime Venture Partners,Private Equity,38.25,4,2017
1666,2017-04-12,hackerearth,consumer_internet,Online Skill Assessment Platform,bangalore, Beenext,Private Equity,38.25,4,2017
1667,2017-04-12,hackerearth,consumer_internet,Online Skill Assessment Platform,bangalore, Beenos,Private Equity,38.25,4,2017
1668,2017-04-12,hackerearth,consumer_internet,Online Skill Assessment Platform,bangalore, Digital Garage,Private Equity,38.25,4,2017
1669,2017-04-12,hackerearth,consumer_internet,Online Skill Assessment Platform,bangalore, BizReach,Private Equity,38.25,4,2017
1670,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida,Blume Ventures,Private Equity,17.85,4,2017
1671,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida, Contrarian Capital,Private Equity,17.85,4,2017
1672,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida, 91springboard,Private Equity,17.85,4,2017
1673,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida, Emergent Ventures,Private Equity,17.85,4,2017
1674,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida, Abstract Ventures,Private Equity,17.85,4,2017
1675,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida, Anthill Ventures,Private Equity,17.85,4,2017
1676,2017-04-12,squadrun,technology,Software-As-a-Service Platform,noida, Axilor Ventures,Private Equity,17.85,4,2017
1677,2017-04-12,tinmen,consumer_internet,Food Delivery Platform,hyderabad,MAPE Advisory Group,Seed Funding,0.0,4,2017
1678,2017-04-12,tinmen,consumer_internet,Food Delivery Platform,hyderabad, R Ramaraj,Seed Funding,0.0,4,2017
1679,2017-04-12,tinmen,consumer_internet,Food Delivery Platform,hyderabad, Corvus Ventures,Seed Funding,0.0,4,2017
1680,2017-04-12,scoutmytrip,consumer_internet,Online Travel planner,mumbai,Z Nation Lab,Seed Funding,0.0,4,2017
1681,2017-04-13,safetykart,ecommerce,Safety & Hygiene Products etailer,gurgaon,Redcliffe Capital,Private Equity,0.0,4,2017
1682,2017-04-13,weareholidays,consumer_internet,Travel Packages & Planner marketplace,gurgaon,Urrshila Kerkar,Private Equity,65.45,4,2017
1683,2017-04-13,weareholidays,consumer_internet,Travel Packages & Planner marketplace,gurgaon,,Private Equity,65.45,4,2017
1684,2017-04-14,ola_cabs,consumer_internet,Cab Aggregator App,bangalore,SIMI Pacific Pte,Private Equity,2210.0,4,2017
1685,2017-04-15,myly,consumer_internet,Mobile App for Schools,jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,2.635,4,2017
1686,2017-04-17,credihealth,consumer_internet,Online Medical Assistance platform,gurgaon,Tolaram Inc,Private Equity,12.75,4,2017
1687,2017-04-17,credihealth,consumer_internet,Online Medical Assistance platform,gurgaon, Mountain Pine Capital,Private Equity,12.75,4,2017
1688,2017-04-17,navia_life_care,technology,Health Technology platform,delhi,Benori Ventures LLP,Seed Funding,0.0,4,2017
1689,2017-04-17,raw_pressery,food_beverages,Raw Pressed Juices manufacturer,mumbai,Jacqueline Fernandez,Seed Funding,0.0,4,2017
1690,2017-04-17,snackible,food_beverages,Healthy Snacks manufacturer,mumbai,Nibhrant Shah,Seed Funding,1.4875,4,2017
1691,2017-04-17,snackible,food_beverages,Healthy Snacks manufacturer,mumbai, Anandbir Singh,Seed Funding,1.4875,4,2017
1692,2017-04-17,snackible,food_beverages,Healthy Snacks manufacturer,mumbai, Anirudh Sheth,Seed Funding,1.4875,4,2017
1693,2017-04-17,snackible,food_beverages,Healthy Snacks manufacturer,mumbai, Pratik Singhi,Seed Funding,1.4875,4,2017
1694,2017-04-17,snackible,food_beverages,Healthy Snacks manufacturer,mumbai, Vikram Mehta,Seed Funding,1.4875,4,2017
1695,2017-04-17,snackible,food_beverages,Healthy Snacks manufacturer,mumbai, Murali Nair,Seed Funding,1.4875,4,2017
1696,2017-04-17,be_u_salons,consumer_internet,Online Salon discovery & Booking Services,delhi,Gaurav Kachru,Seed Funding,5.27,4,2017
1697,2017-04-17,be_u_salons,consumer_internet,Online Salon discovery & Booking Services,delhi, Sundeep Singh Sahni,Seed Funding,5.27,4,2017
1698,2017-04-17,be_u_salons,consumer_internet,Online Salon discovery & Booking Services,delhi, Jatin Aneja,Seed Funding,5.27,4,2017
1699,2017-04-17,be_u_salons,consumer_internet,Online Salon discovery & Booking Services,delhi, Arun Malhotra,Seed Funding,5.27,4,2017
1700,2017-04-17,simulanis,consumer_internet,eLearning & Skills Development plat,delhi,Village Capital,Seed Funding,0.0,4,2017
1701,2017-04-17,lendingkart,consumer_internet,Lending platform for small businesses,ahmedabad,Anicut Capital,Private Equity,39.525,4,2017
1702,2017-04-18,innefu_security_consulting,technology,Cyber Security solutions using AI,delhi,IndiaNivesh Venture Capital Fund,Private Equity,17.0,4,2017
1703,2017-04-18,whodat,technology,Markerless AR platform,bangalore,Ideaspring Capital,Private Equity,5.1,4,2017
1704,2017-04-18,absentia_vr,technology,Virtual Reality Startup,bangalore,Exfinity Venture Partners,Private Equity,10.625,4,2017
1705,2017-04-19,iotrek,technology,IoT Platform for Bus,delhi,Undisclosed Investor,Seed Funding,1.3175,4,2017
1706,2017-04-20,holachef,consumer_internet,Online Food Delivery,mumbai,SIDBI Venture Capital Ltd,Private Equity,25.5,4,2017
1707,2017-04-20,holachef,consumer_internet,Online Food Delivery,mumbai, Kalaari Capital,Private Equity,25.5,4,2017
1708,2017-04-20,wooplr,ecommerce,Social Commerce\\xc2\\xa0 Fashion platform,bangalore,Ankit Nagori,Private Equity,0.0,4,2017
1709,2017-04-21,video_ken,consumer_internet,Video Based Collaborative Learning,bangalore,Ravi Garikipati,Seed Funding,8.5,4,2017
1710,2017-04-21,video_ken,consumer_internet,Video Based Collaborative Learning,bangalore, Surot Chatterjee,Seed Funding,8.5,4,2017
1711,2017-04-21,video_ken,consumer_internet,Video Based Collaborative Learning,bangalore, Ashish Agrawal,Seed Funding,8.5,4,2017
1712,2017-04-21,video_ken,consumer_internet,Video Based Collaborative Learning,bangalore, LG Chandrasekhar,Seed Funding,8.5,4,2017
1713,2017-04-21,video_ken,consumer_internet,Video Based Collaborative Learning,bangalore, Sashi Reddi,Seed Funding,8.5,4,2017
1714,2017-04-24,faasos,food_beverage,QSR chain and online food delivery,pune,Ligthbox Ventures II,Private Equity,53.55,4,2017
1715,2017-04-24,faasos,food_beverage,QSR chain and online food delivery,pune, Lightbox Expansion Fund,Private Equity,53.55,4,2017
1716,2017-04-24,faasos,food_beverage,QSR chain and online food delivery,pune, Sequoia Capital India,Private Equity,53.55,4,2017
1717,2017-04-24,faasos,food_beverage,QSR chain and online food delivery,pune, RuNet South Asia,Private Equity,53.55,4,2017
1718,2017-04-24,faasos,food_beverage,QSR chain and online food delivery,pune, RB Investments,Private Equity,53.55,4,2017
1719,2017-04-24,oyo_rooms,consumer_internet,Branded Budget Hotels Aggregator,gurgaon,SoftBank Vision Fund,Private Equity,2125.0,4,2017
1720,2017-04-24,oyo_rooms,consumer_internet,Branded Budget Hotels Aggregator,gurgaon, Lightspeed Venture Partners,Private Equity,2125.0,4,2017
1721,2017-04-24,oyo_rooms,consumer_internet,Branded Budget Hotels Aggregator,gurgaon, Sequoia Capital India Advisors,Private Equity,2125.0,4,2017
1722,2017-04-24,oyo_rooms,consumer_internet,Branded Budget Hotels Aggregator,gurgaon, Greenoaks Capital Partners,Private Equity,2125.0,4,2017
1723,2017-04-24,toppr,consumer_internet,Learning mobile app for students,mumbai,WGG International,Private Equity,27.2,4,2017
1724,2017-04-24,niramai,healthcare,Breast Cancer Screening Solutions,bangalore,pi Ventures,Seed Funding,0.0,4,2017
1725,2017-04-24,niramai,healthcare,Breast Cancer Screening Solutions,bangalore, Axilor Ventures,Seed Funding,0.0,4,2017
1726,2017-04-24,niramai,healthcare,Breast Cancer Screening Solutions,bangalore, 500 Startups,Seed Funding,0.0,4,2017
1727,2017-04-24,niramai,healthcare,Breast Cancer Screening Solutions,bangalore, Binny Bansal,Seed Funding,0.0,4,2017
1728,2017-04-25,the_office_pass,consumer_internet,CoWorking Spaces booking platform,gurgaon,Arun Tadanki,Seed Funding,2.0825,4,2017
1729,2017-04-25,the_office_pass,consumer_internet,CoWorking Spaces booking platform,gurgaon, Aditya Verma,Seed Funding,2.0825,4,2017
1730,2017-04-25,urbanclap,consumer_internet,Mobile Services Marketplace,gurgaon,Trifecta Capital,Private Equity,26.35,4,2017
1731,2017-04-26,awfis,consumer_internet,Collaborative co-Working Spaces,mumbai,Sequoia India,Private Equity,170.0,4,2017
1732,2017-04-26,myra,consumer_internet,Online Pharmacy,bangalore,Times Internet,Private Equity,0.0,4,2017
1733,2017-04-26,myra,consumer_internet,Online Pharmacy,bangalore,Matrix Partners,Private Equity,0.0,4,2017
1734,2017-04-26,flytxt,technology,Customer data analytics software,mumbai,DAH Beteiligungs GmbH,Private Equity,93.5,4,2017
1735,2017-04-26,howdy_ventures,consumer_internet,Public and Private Events creation app,chennai,S. Xavier Britto,Seed Funding,12.75,4,2017
1736,2017-04-26,stalkbuylove,ecommerce,Online fashion marketplace,delhi,Trifecta Capital,Private Equity,8.5,4,2017
1737,2017-04-26,zipgo,consumer_internet,Bus Pooling services platform,bangalore,Orios Ventures Partners,Private Equity,0.0,4,2017
1738,2017-04-26,zipgo,consumer_internet,Bus Pooling services platform,bangalore, Team Builder Ventures,Private Equity,0.0,4,2017
1739,2017-04-26,zipgo,consumer_internet,Bus Pooling services platform,bangalore, Omidyar Networks,Private Equity,0.0,4,2017
1740,2017-04-27,scootsy,consumer_internet,On-Demand Food Delivery,mumbai,Agnus Capital,Private Equity,30.6,4,2017
1741,2017-04-27,scootsy,consumer_internet,On-Demand Food Delivery,mumbai, Khattar Holdings,Private Equity,30.6,4,2017
1742,2017-04-27,autobix,technology,Software Solutions for Auto Dealership,pune,GardX International,Seed Funding,0.0,4,2017
1743,2017-04-27,eshiksha,technology,Education Institution Management Solutions,jaipur,Cross Border Angels & Experts,Seed Funding,0.0,4,2017
1744,2017-04-27,inurture,consumer_internet,Online Educational courses,bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,12.75,4,2017
1745,2017-04-28,sepalika,consumer_internet,Healthcare related content platform,delhi,Accel Partners,Seed Funding,6.375,4,2017
1746,2017-04-28,mintwalk,consumer_internet,Financial advisory mobile app,mumbai,Poshika Financial Ecosystem,Seed Funding,0.0,4,2017
1747,2017-04-29,qriyo,consumer_internet,Tutor Discovery & Booking platform,jaipur,NB Ventures,Private Equity,0.0,4,2017
1748,2017-03-01,ola,consumer_internet,App based cab aggregator,bangalore,SoftBank Group Corp,Private Equity,2805.0,3,2017
1749,2017-03-01,belong,consumer_internet,Online Jon Portal,bangalore,Sequoia Capital India,Private Equity,85.0,3,2017
1750,2017-03-01,seenit,consumer_internet,AI based Fashion Search Portal,kolkata,Calcutta Angels Network (CAN),Seed Funding,0.0,3,2017
1751,2017-03-01,seenit,consumer_internet,AI based Fashion Search Portal,kolkata, Augment Ventures,Seed Funding,0.0,3,2017
1752,2017-03-01,paalak,ecommerce,Fresh Produce Selling portal,delhi,Vishwadeep Bajaj,Seed Funding,0.0,3,2017
1753,2017-03-01,paalak,ecommerce,Fresh Produce Selling portal,delhi, Harsh Kundra,Seed Funding,0.0,3,2017
1754,2017-03-01,paalak,ecommerce,Fresh Produce Selling portal,delhi, Nandkumar Rane,Seed Funding,0.0,3,2017
1755,2017-03-01,paalak,ecommerce,Fresh Produce Selling portal,delhi, LN Buddharaju,Seed Funding,0.0,3,2017
1756,2017-03-01,paalak,ecommerce,Fresh Produce Selling portal,delhi, Anupam Tyagi,Seed Funding,0.0,3,2017
1757,2017-03-02,celes_care,consumer_internet,Women Healthcare & Information portal,hyderabad,Ventureast,Private Equity,12.75,3,2017
1758,2017-03-02,celes_care,consumer_internet,Women Healthcare & Information portal,hyderabad, Endiya Partners,Private Equity,12.75,3,2017
1759,2017-03-02,celes_care,consumer_internet,Women Healthcare & Information portal,hyderabad, Eight Roads Ventures,Private Equity,12.75,3,2017
1760,2017-03-02,celes_care,consumer_internet,Women Healthcare & Information portal,hyderabad, F-Prime Capital Partners,Private Equity,12.75,3,2017
1761,2017-03-02,karomi,technology,Packaging Artwork Management software,chennai,Ideaspring Capital,Seed Funding,4.25,3,2017
1762,2017-03-02,red_carpet,consumer_internet,Micro Lending platform,gurgaon,Lightspeed Venture Partners,Private Equity,21.25,3,2017
1763,2017-03-02,kreate_konnect,technology,End-to-End Seller e-commerce solutions Provider,vadodara,Langoor,Seed Funding,0.0,3,2017
1764,2017-03-02,creditmantri,consumer_internet,Online Credit score & lending platform,chennai,Quona Capital,Private Equity,64.6,3,2017
1765,2017-03-03,lets_endorse,consumer_internet,Online Ecosystem of social innovators,bangalore,Chandigarh Angels Network,Seed Funding,0.0,3,2017
1766,2017-03-03,lets_endorse,consumer_internet,Online Ecosystem of social innovators,bangalore, Social Alpha and other unnamed angel investors,Seed Funding,0.0,3,2017
1767,2017-03-03,tydy,technology,Employee Onboarding and Engagement platform,bangalore,Bhupen Shah,Seed Funding,2.3375,3,2017
1768,2017-03-03,tydy,technology,Employee Onboarding and Engagement platform,bangalore, Jayesh Parekh,Seed Funding,2.3375,3,2017
1769,2017-03-03,tydy,technology,Employee Onboarding and Engagement platform,bangalore, Sanjay Sathe,Seed Funding,2.3375,3,2017
1770,2017-03-03,nactus,consumer_internet,Professional Tutors discovery & booking mobile app,jaipur,Sandeep Aggarwal,Seed Funding,0.0,3,2017
1771,2017-03-03,nactus,consumer_internet,Professional Tutors discovery & booking mobile app,jaipur, Gautam Chhaochharia,Seed Funding,0.0,3,2017
1772,2017-03-03,nactus,consumer_internet,Professional Tutors discovery & booking mobile app,jaipur, R Balachandar,Seed Funding,0.0,3,2017
1773,2017-03-03,oho_shop,technology,eCommerce Mobile App Builder,ahmedabad,Bennett,Private Equity,56.95,3,2017
1774,2017-03-03,oho_shop,technology,eCommerce Mobile App Builder,ahmedabad, Coleman and Company Ltd,Private Equity,56.95,3,2017
1775,2017-03-03,emojifi,consumer_internet,Mobile App for live emoji,hyderabad,Undisclosed angel investors,Seed Funding,0.0,3,2017
1776,2017-03-03,paytm_marketplace,ecommerce,ECommerce Marketplace,bangalore,Alibaba,Private Equity,1700.0,3,2017
1777,2017-03-04,igenetics,healthcare,Health Diagnostic Solutions,mumbai,CDC Group Plc,Private Equity,165.75,3,2017
1778,2017-03-06,juno_clinic,consumer_internet,Online Counseling Platform,mumbai,Atul Nishar,Seed Funding,10.2,3,2017
1779,2017-03-06,summerlabel,consumer_internet,Fashion and Lifestyle discovery platform,gurgaon,Aneesh Seth,Seed Funding,1.275,3,2017
1780,2017-03-06,summerlabel,consumer_internet,Fashion and Lifestyle discovery platform,gurgaon, Tushar Mittal,Seed Funding,1.275,3,2017
1781,2017-03-06,pickme,consumer_internet,Gadget Insurance & Repair Services platform,mumbai,SIDBI Venture Capital Fund,Private Equity,15.215,3,2017
1782,2017-03-07,agrostar,technology,Direct-to-Farmer Mobile-Based Retail platform,pune,Accel Partners,Private Equity,85.0,3,2017
1783,2017-03-07,zapr,technology,"DSP, TV Analytics & Cross-Platform advertising",bangalore,Star India Pvt Ltd,Private Equity,85.0,3,2017
1784,2017-03-07,data_resolve,technology,Cyber Security Solutions,noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,8.5,3,2017
1785,2017-03-07,book_servicing,consumer_internet,Online Vehicle Services Booking platform,delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,0.255,3,2017
1786,2017-03-07,blowhorn,consumer_internet,Intra-City Logistics provider,bangalore,IDG Ventures India,Private Equity,31.025,3,2017
1787,2017-03-07,blowhorn,consumer_internet,Intra-City Logistics provider,bangalore, Michael & Susan Dell Foundation,Private Equity,31.025,3,2017
1788,2017-03-07,blowhorn,consumer_internet,Intra-City Logistics provider,bangalore, Draper Associates,Private Equity,31.025,3,2017
1789,2017-03-07,blowhorn,consumer_internet,Intra-City Logistics provider,bangalore, Unitus Seed Fund,Private Equity,31.025,3,2017
1790,2017-03-08,rivigo,logistics,Technology Enabled Logistics Company,gurgaon,Private Sector Banks (Debt Funding),Private Equity,127.5,3,2017
1791,2017-03-08,pipecandy,technology,Intelligent Sales Prospecting Platform,chennai,IDG ventures,Seed Funding,9.35,3,2017
1792,2017-03-08,pipecandy,technology,Intelligent Sales Prospecting Platform,chennai, Axilor Ventures,Seed Funding,9.35,3,2017
