,Date,Startup,Vertical,SubVertical,City,Investor,Type,Amount in cr,month,year
1430,2017-06-21,oneassist,consumer_internet,Credit card fraud protection,mumbai,Sequoia Capital,Private Equity,0.0,6,2017
1431,2017-06-22,julia_computing,technology,Open Source Language for Data Science and Machine Learning,bangalore,General Catalyst,Private Equity,39.1,6,2017
1432,2017-06-22,julia_computing,technology,Open Source Language for Data Science and Machine Learning,bangalore, Founder Collective,Private Equity,39.1,6,2017
1433,2017-06-22,kissht,consumer_internet,Consumer Lending platform,mumbai,Endiya Partners,Private Equity,17.0,6,2017
1434,2017-06-22,kissht,consumer_internet,Consumer Lending platform,mumbai, Ventureast,Private Equity,17.0,6,2017
1435,2017-06-22,explore_life_traveling,consumer_internet,Local homes booking platform,bangalore,Mekin Maheshwari,Seed Funding,4.25,6,2017
1436,2017-06-22,explore_life_traveling,consumer_internet,Local homes booking platform,bangalore, Bharat Vijay,Seed Funding,4.25,6,2017
1437,2017-06-22,explore_life_traveling,consumer_internet,Local homes booking platform,bangalore, Krish Seshadri,Seed Funding,4.25,6,2017
1438,2017-06-22,explore_life_traveling,consumer_internet,Local homes booking platform,bangalore, Amar Arsikere,Seed Funding,4.25,6,2017
1439,2017-06-23,loantap,consumer_internet,Lending platform for salaried professionals,mumbai,Kae Capital,Private Equity,34.0,6,2017
1440,2017-06-23,loantap,consumer_internet,Lending platform for salaried professionals,mumbai, India Quotient,Private Equity,34.0,6,2017
1441,2017-06-23,loantap,consumer_internet,Lending platform for salaried professionals,mumbai, IFMR,Private Equity,34.0,6,2017
1442,2017-06-23,loantap,consumer_internet,Lending platform for salaried professionals,mumbai, and MAS Financial Services Ltd,Private Equity,34.0,6,2017
1443,2017-06-23,voxweb,consumer_internet,Mobile based social networking platform,mumbai,Undisclosed investors,Seed Funding,8.5,6,2017
1444,2017-06-26,hug_innovations,technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,hyderabad,Mohit Srivastav,Private Equity,42.5,6,2017
1445,2017-06-26,hug_innovations,technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,hyderabad, Kishore Ganji,Private Equity,42.5,6,2017
1446,2017-06-26,hug_innovations,technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,hyderabad, Venkat Vallabhaneni,Private Equity,42.5,6,2017
1447,2017-06-26,hug_innovations,technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,hyderabad, Rajeev Menon,Private Equity,42.5,6,2017
1448,2017-06-26,flipkart,ecommerce,Online marketplace,bangalore,Naspers,Private Equity,603.5,6,2017
1449,2017-06-26,v_resorts,consumer_internet,Holiday & Vacation resort aggregator,noida,Seedfund,Private Equity,34.0,6,2017
1450,2017-06-26,v_resorts,consumer_internet,Holiday & Vacation resort aggregator,noida, RB International,Private Equity,34.0,6,2017
1451,2017-06-27,stashfin,consumer_internet,Personal Finance App,delhi,Snow Leopard Ventures,Private Equity,42.5,6,2017
1452,2017-06-27,stashfin,consumer_internet,Personal Finance App,delhi, Alto Partners,Private Equity,42.5,6,2017
1453,2017-06-27,formcept,consumer_internet,Unified Data Analysis platform,bangalore,Gujarat Venture Finance Ltd,Private Equity,0.0,6,2017
1454,2017-06-27,spares_hub,ecommerce,Automobile parts marketplace,pune,The Chennai Angels,Seed Funding,2.6435,6,2017
1455,2017-06-27,spares_hub,ecommerce,Automobile parts marketplace,pune, Anthill Scale Ventures,Seed Funding,2.6435,6,2017
1456,2017-06-27,spares_hub,ecommerce,Automobile parts marketplace,pune, Esvee Technologies Inc,Seed Funding,2.6435,6,2017
1457,2017-06-27,spares_hub,ecommerce,Automobile parts marketplace,pune, Inc95 Consulting,Seed Funding,2.6435,6,2017
1458,2017-06-28,fitraq,consumer_internet,Fitness Centre Discovery Platform,delhi,Aparup Sengupta,Seed Funding,0.0,6,2017
1459,2017-06-28,fitraq,consumer_internet,Fitness Centre Discovery Platform,delhi, Devendra Reddy,Seed Funding,0.0,6,2017
1460,2017-06-28,fitraq,consumer_internet,Fitness Centre Discovery Platform,delhi,,Seed Funding,0.0,6,2017
1461,2017-06-28,rubique,consumer_internet,Online Marketplace for financial products,mumbai,Kalaari Capital,Private Equity,25.5,6,2017
1462,2017-06-28,rubique,consumer_internet,Online Marketplace for financial products,mumbai, Udayan Goyal,Private Equity,25.5,6,2017
1463,2017-06-28,nikiai,consumer_internet,AI Based Personal Assistant,bangalore,SAP.iO,Private Equity,17.0,6,2017
1464,2017-06-28,nikiai,consumer_internet,AI Based Personal Assistant,bangalore, Unilazer Ventures,Private Equity,17.0,6,2017
1465,2017-06-29,fitpass,consumer_internet,Online Fitness Marketplace,delhi,Abhinav Bindra,Private Equity,8.5,6,2017
1466,2017-06-29,fitpass,consumer_internet,Online Fitness Marketplace,delhi, Gaurav Marya,Private Equity,8.5,6,2017
1467,2017-06-29,zinghr,technology,"digital employee solutions,",mumbai,Zeta,Private Equity,0.0,6,2017
1468,2017-06-30,tagos_design,technology,in-video discovery platform,bangalore,Undisclosed Investors,Private Equity,42.5,6,2017
1469,2017-06-30,urbanclap,consumer_internet,Mobile Services Marketplace,gurgaon,Vy Capital,Private Equity,178.5,6,2017
1470,2017-06-30,urbanclap,consumer_internet,Mobile Services Marketplace,gurgaon, SAIF Partners,Private Equity,178.5,6,2017
1471,2017-06-30,urbanclap,consumer_internet,Mobile Services Marketplace,gurgaon, Accel Partner,Private Equity,178.5,6,2017
1472,2017-06-30,urbanclap,consumer_internet,Mobile Services Marketplace,gurgaon, Bessemer Venture Partners,Private Equity,178.5,6,2017
1473,2017-05-01,ace2three,consumer_internet,Online Rummy playing Website,hyderabad,Clairvest Group,Private Equity,626.45,5,2017
1474,2017-05-01,power2sme,ecommerce,Buying portal for SMEs,gurgaon,International Finance Corporation,Private Equity,85.0,5,2017
1475,2017-05-02,innovapptive,technology,Enterprise Mobility Solutions,hyderabad,Hyderabad Angels,Seed Funding,12.75,5,2017
1476,2017-05-02,4tigo,logistics,Truck Network company,bangalore,Accel Partners,Private Equity,85.0,5,2017
1477,2017-05-02,4tigo,logistics,Truck Network company,bangalore, Nandan Nilekani,Private Equity,85.0,5,2017
1478,2017-05-02,4tigo,logistics,Truck Network company,bangalore,,Private Equity,85.0,5,2017
1479,2017-05-02,smecorner,consumer_internet,Online Platform for small business loans,mumbai,Dutch government fund,Private Equity,0.0,5,2017
1480,2017-05-02,zippserve,consumer_internet,Real estate risk assessment platform,bangalore,undisclosed investors,Seed Funding,3.315,5,2017
1481,2017-05-03,ola,consumer_internet,Cab Aggregation App,bangalore,Falcon Edge Capital,Private Equity,888.25,5,2017
1482,2017-05-03,ola,consumer_internet,Cab Aggregation App,bangalore,\\xc2\\xa0 Capital Advisers,Private Equity,888.25,5,2017
1483,2017-05-03,sumeru,technology,Software & Mobile development services,bangalore,undisclosed investors,Seed Funding,8.5,5,2017
1484,2017-05-04,healthians,consumer_internet,Online Diagnostics and wellness platform,delhi,Asuka Holdings,Private Equity,0.0,5,2017
1485,2017-05-04,healthians,consumer_internet,Online Diagnostics and wellness platform,delhi, YouWeCan Ventures,Private Equity,0.0,5,2017
1486,2017-05-04,healthians,consumer_internet,Online Diagnostics and wellness platform,delhi, Beenext,Private Equity,0.0,5,2017
1487,2017-05-04,healthians,consumer_internet,Online Diagnostics and wellness platform,delhi, Beenos,Private Equity,0.0,5,2017
1488,2017-05-04,healthians,consumer_internet,Online Diagnostics and wellness platform,delhi, M&S Partners,Private Equity,0.0,5,2017
1489,2017-05-05,healthmir,consumer_internet,AI-based health content platform,delhi,Nimit Panigrahi,Seed Funding,0.0,5,2017
1490,2017-05-05,uactive,consumer_internet,Health-based social networking & discovery App,mumbai,Hinduja family,Seed Funding,0.0,5,2017
1491,2017-05-05,ilend,consumer_internet,Peer-to-peer lending platform,hyderabad,50K Ventures,Seed Funding,0.0,5,2017
1492,2017-05-05,good_methods_global,technology,Cloud Based Practice Management Software,triv,Accel Partners,Private Equity,0.0,5,2017
1493,2017-05-05,good_methods_global,technology,Cloud Based Practice Management Software,rum,Accel Partners,Private Equity,0.0,5,2017
1494,2017-05-05,balance_app,consumer_internet,Money Savings & Management App,bangalore,Rainmatter,Seed Funding,1.9805,5,2017
1495,2017-05-08,yepme,ecommerce,Private Label Fashion etailer,gurgaon,Rainbow Digital Services Pvt. Ltd,Private Equity,5.95,5,2017
1496,2017-05-08,yepme,ecommerce,Private Label Fashion etailer,gurgaon, ILearnFinance Academy Pvt. Ltd.,Private Equity,5.95,5,2017
1497,2017-05-08,nightstay,consumer_internet,Last minute hotel booking mobile app,delhi,Indian Angels Network,Seed Funding,0.0,5,2017
1498,2017-05-08,nightstay,consumer_internet,Last minute hotel booking mobile app,delhi, LetsVenture,Seed Funding,0.0,5,2017
1499,2017-05-08,devourin,technology,Restaurant Automation Solution,pune,Deepak Nathani,Seed Funding,0.0,5,2017
1500,2017-05-08,mygreens,food_beverage,Cold-press Juices manufacturer,delhi,Ajay Relan,Seed Funding,8.5,5,2017
1501,2017-05-08,mygreens,food_beverage,Cold-press Juices manufacturer,delhi, LetsVenture,Seed Funding,8.5,5,2017
1502,2017-05-08,ace_turtle,technology,Omni-Channel Platform,bangalore,Vertex Ventures,Private Equity,42.5,5,2017
1503,2017-05-08,ace_turtle,technology,Omni-Channel Platform,bangalore, C31 Ventures,Private Equity,42.5,5,2017
1504,2017-05-08,curefit,technology,Health-Tech Platform,bangalore,Trifecta Capital Advisors LLP,Private Equity,27.2,5,2017
1505,2017-05-08,curefit,technology,Health-Tech Platform,bangalore, Prathithi Investment Trust,Private Equity,27.2,5,2017
1506,2017-05-08,curefit,technology,Health-Tech Platform,bangalore, RNT Capital,Private Equity,27.2,5,2017
1507,2017-05-08,curefit,technology,Health-Tech Platform,bangalore, Gokul Rajaram,Private Equity,27.2,5,2017
1508,2017-05-08,curefit,technology,Health-Tech Platform,bangalore, Aditya Agarwal,Private Equity,27.2,5,2017
1509,2017-05-08,curefit,technology,Health-Tech Platform,bangalore, Ruchi Sanghvi & others,Private Equity,27.2,5,2017
1510,2017-05-09,curie_labs,technology,Energy Analytics startup,delhi,Satoshi Studios,Seed Funding,0.425,5,2017
1511,2017-05-09,uncanny_vision,technology,Computer Vision on Embedded Systems,bangalore,Anand Chandrasekaran,Seed Funding,0.0,5,2017
1512,2017-05-09,anchanto,technology,Ecommerce Fulfilment and Technology Platform,pune,Luxasia Group,Private Equity,0.0,5,2017
1513,2017-05-09,sequretek,technology,IT Security & Data Management Services,mumbai,GVFL,Private Equity,0.0,5,2017
1514,2017-05-09,sequretek,technology,IT Security & Data Management Services,mumbai, Unicorn India Ventures,Private Equity,0.0,5,2017
1515,2017-05-10,lucideus,technology,Cyber Security Startup,delhi,Vellayan Subbiah,Seed Funding,0.0,5,2017
1516,2017-05-10,lucideus,technology,Cyber Security Startup,delhi, Jonathan Boutelle,Seed Funding,0.0,5,2017
1517,2017-05-10,lucideus,technology,Cyber Security Startup,delhi, Rajan Anandan,Seed Funding,0.0,5,2017
1518,2017-05-10,lucideus,technology,Cyber Security Startup,delhi,\\xc2\\xa0 Rahul Chawla,Seed Funding,0.0,5,2017
1519,2017-05-10,lucideus,technology,Cyber Security Startup,delhi, Salil Donde,Seed Funding,0.0,5,2017
1520,2017-05-10,lucideus,technology,Cyber Security Startup,delhi, Amit Ranjan,Seed Funding,0.0,5,2017
1521,2017-05-10,lucideus,technology,Cyber Security Startup,delhi, Govind Rajan & Others,Seed Funding,0.0,5,2017
1522,2017-05-10,vidooly,consumer_internet,Video Intelligence platform,noida,Times Internet,Private Equity,11.9,5,2017
1523,2017-05-10,vidooly,consumer_internet,Video Intelligence platform,noida, GVFL,Private Equity,11.9,5,2017
1524,2017-05-10,shopclues,ecommerce,Online marketplace,gurgaon,InnoVen Capital,Private Equity,65.45,5,2017
1525,2017-05-10,fourth_ambit,consumer_internet,Community Building platform,bangalore,1Crowd,Seed Funding,5.1,5,2017
1526,2017-05-10,chymera_vr,technology,Advertising Platform for Virtual Reality,bangalore,Varsha Rao,Seed Funding,0.0,5,2017
1527,2017-05-10,chymera_vr,technology,Advertising Platform for Virtual Reality,bangalore, Surojit Chatterjee,Seed Funding,0.0,5,2017
1528,2017-05-10,chymera_vr,technology,Advertising Platform for Virtual Reality,bangalore, Nirav Choksi & Others,Seed Funding,0.0,5,2017
1529,2017-05-11,early_salary,consumer_internet,Online lending platform,pune,DG Ventures India,Private Equity,34.0,5,2017
1530,2017-05-11,early_salary,consumer_internet,Online lending platform,pune, Dewan Housing Finance Corp,Private Equity,34.0,5,2017
1531,2017-05-11,book_my_diamond,ecommerce,Diamond B2B eTailer,mumbai,Chirag Nikunj Sheth & Others,Seed Funding,0.0,5,2017
1532,2017-05-11,ion_energy,technology,Clean Tech Startup,mumbai,Aakrit Vaish,Seed Funding,0.0,5,2017
1533,2017-05-11,ion_energy,technology,Clean Tech Startup,mumbai, Swapan Rajdev,Seed Funding,0.0,5,2017
1534,2017-05-11,ion_energy,technology,Clean Tech Startup,mumbai, Sushill Jiwarajka,Seed Funding,0.0,5,2017
1535,2017-05-12,legal_raasta,consumer_internet,Legal Services to SMEs & Individuals,delhi,Impanix Capital,Private Equity,42.5,5,2017
1536,2017-05-12,log_9_materials,technology,NanoTech product developer,bangalore,GEMs,Seed Funding,0.0,5,2017
1537,2017-05-12,remit_guru,consumer_internet,Digital money transfer platform,mumbai,Infibeam,Private Equity,3.961,5,2017
1538,2017-05-12,remit_guru,consumer_internet,Digital money transfer platform,mumbai, CCavenue,Private Equity,3.961,5,2017
1539,2017-05-12,aequm,ecommerce,Cloud ECommerce platform,bangalore,undisclosed investors,Seed Funding,8.5,5,2017
1540,2017-05-15,zapty,technology,Project Management tool,bangalore,IdeaSpring Capital,Seed Funding,4.25,5,2017
1541,2017-05-15,vernacularai,technology,Multi-lingual AI Platform for Businesses,bangalore,Kstart Capital,Seed Funding,0.0,5,2017
1542,2017-05-16,nikiai,technology,AI-based chatbot,bangalore,SAP,Private Equity,0.0,5,2017
1543,2017-05-16,telr,technology,Online Payment Gateway,mumbai,Innovations East,Private Equity,25.5,5,2017
1544,2017-05-16,fynd,ecommerce,Fashion ECommerce Portal,mumbai,Rocketship,Private Equity,4.25,5,2017
1545,2017-05-17,genie,consumer_internet,hyperlocal delivery and logistics mobile app,chennai,undisclosed investors,Seed Funding,2.125,5,2017
1546,2017-05-17,paysense,consumer_internet,Online Lending platform,mumbai,Jungle Ventures,Private Equity,45.05,5,2017
1547,2017-05-18,the_good_life,ecommerce,Online Luxury Tea etailer,mumbai,Ayesha Takia Azmi,Seed Funding,8.5,5,2017
1548,2017-05-18,the_good_life,ecommerce,Online Luxury Tea etailer,mumbai, Abu Farhan Azmi,Seed Funding,8.5,5,2017
1549,2017-05-18,pumpkart,ecommerce,Online Water Pumps etailer,ch,Dr. Ritesh Malik,Seed Funding,0.0,5,2017
1550,2017-05-18,pumpkart,ecommerce,Online Water Pumps etailer,igarh,Dr. Ritesh Malik,Seed Funding,0.0,5,2017
1551,2017-05-18,paytm,ecommerce,Mobile Wallet & ECommerce platform,bangalore,SoftBank Group,Private Equity,11900.0,5,2017
1552,2017-05-19,ezcred,consumer_internet,Consumer Lending Platform,bangalore,Dheeraj Pandey,Seed Funding,8.5,5,2017
1553,2017-05-19,ezcred,consumer_internet,Consumer Lending Platform,bangalore, Rajesh Yohannan,Seed Funding,8.5,5,2017
1554,2017-05-19,ezcred,consumer_internet,Consumer Lending Platform,bangalore, Akash Garg,Seed Funding,8.5,5,2017
1555,2017-05-19,healthsutra,food_beverage,Health Food Maker,hyderabad,Ankur Capital,Seed Funding,0.0,5,2017
1556,2017-05-19,healthsutra,food_beverage,Health Food Maker,hyderabad, Hyderabad Angels,Seed Funding,0.0,5,2017
1557,2017-05-20,yepme,ecommerce,Private Fashion Brand etailer,delhi,Gokaldas Exports Ltd,Private Equity,0.0,5,2017
1558,2017-05-22,delhivery,logistics,ECommerce Logistics provider,delhi,Fosun International,Private Equity,255.0,5,2017
1559,2017-05-22,zipgrid,consumer_internet,"Cashless, paperless solutions for Housing societies",mumbai,JLL,Seed Funding,4.25,5,2017
1560,2017-05-22,zipgrid,consumer_internet,"Cashless, paperless solutions for Housing societies",mumbai, 1Crowd,Seed Funding,4.25,5,2017
1561,2017-05-23,travelspice,ecommerce,Travel ECommerce portal,hyderabad,Eagle10 Ventures,Seed Funding,0.0,5,2017
1562,2017-05-23,magicpin,consumer_internet,Hyperlocal discovery platform,gurgaon,Lightspeed Venture Partners,Private Equity,56.1,5,2017
1563,2017-05-23,magicpin,consumer_internet,Hyperlocal discovery platform,gurgaon, Vy Capital,Private Equity,56.1,5,2017
1564,2017-05-23,magicpin,consumer_internet,Hyperlocal discovery platform,gurgaon,,Private Equity,56.1,5,2017
1565,2017-05-23,the_print,consumer_internet,News Portal,delhi,Ratan Tata,Seed Funding,0.0,5,2017
1566,2017-05-23,the_print,consumer_internet,News Portal,delhi, Nandan Nilekani,Seed Funding,0.0,5,2017
1567,2017-05-23,the_print,consumer_internet,News Portal,delhi, Uday Kotak,Seed Funding,0.0,5,2017
1568,2017-05-23,the_print,consumer_internet,News Portal,delhi, Vijay Shekhar Sharma,Seed Funding,0.0,5,2017
1569,2017-05-23,the_print,consumer_internet,News Portal,delhi, Kiran Mazumdar-Shaw,Seed Funding,0.0,5,2017
1570,2017-05-23,the_print,consumer_internet,News Portal,delhi, Rajiv C Mody,Seed Funding,0.0,5,2017
1571,2017-05-23,box8,consumer_internet,Food Delivery Platform,mumbai,Trifecta Capital,Private Equity,8.5,5,2017
1572,2017-05-24,gennext_students,consumer_internet,Online Tutoring Services,mumbai,Undisclosed Investors,Seed Funding,4.93,5,2017
1573,2017-05-25,aye_finance,finance,Non-Banking Financial Company,gurgaon,Blue Orchard,Private Equity,68.0,5,2017
1574,2017-05-26,whatsloan,consumer_internet,Online Lending mobile app,bangalore,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,0.0,5,2017
1575,2017-05-29,cube_consumer_services,consumer_internet,Finance management Mobile app,mumbai,Undisclosed,Seed Funding,0.0,5,2017
1576,2017-05-29,nivesh,consumer_internet,Online MF investment platform,noida,PV Sahad,Seed Funding,0.0,5,2017
1577,2017-05-29,nivesh,consumer_internet,Online MF investment platform,noida, Sandeep Shroff,Seed Funding,0.0,5,2017
1578,2017-05-29,nivesh,consumer_internet,Online MF investment platform,noida, Rahul Gupta,Seed Funding,0.0,5,2017
1579,2017-05-29,wowflux,technology,image Processing solution,delhi,Undisclosed Investors,Seed Funding,0.0,5,2017
1580,2017-05-29,collateral_medical,ecommerce,Online Medical equipment supplier,mumbai,Carpediem Capital,Private Equity,29.75,5,2017
1581,2017-05-30,loadshare,logistics,Express Logistics Network,bangalore,Matrix Partners,Seed Funding,0.0,5,2017
1582,2017-05-30,simplilend,consumer_internet,Online lending platform,delhi,Undisclosed Investors,Seed Funding,0.0,5,2017
1583,2017-05-30,supr_daily,consumer_internet,Subscription based delivery platform,mumbai,Soma Capital,Private Equity,12.75,5,2017
1584,2017-05-30,supr_daily,consumer_internet,Subscription based delivery platform,mumbai, Great Oaks Ventures,Private Equity,12.75,5,2017
1585,2017-05-30,supr_daily,consumer_internet,Subscription based delivery platform,mumbai, 122 West Ventures,Private Equity,12.75,5,2017
1586,2017-05-30,swiggy,consumer_internet,Online food delivery platform,bangalore,Nasper,Private Equity,680.0,5,2017
1587,2017-05-30,swiggy,consumer_internet,Online food delivery platform,bangalore, Accel India,Private Equity,680.0,5,2017
1588,2017-05-30,swiggy,consumer_internet,Online food delivery platform,bangalore, SAIF Partners,Private Equity,680.0,5,2017
1589,2017-05-30,swiggy,consumer_internet,Online food delivery platform,bangalore, Bessemer Venture Partners,Private Equity,680.0,5,2017
1590,2017-05-30,swiggy,consumer_internet,Online food delivery platform,bangalore, Harmony Partners,Private Equity,680.0,5,2017
1591,2017-05-30,swiggy,consumer_internet,Online food delivery platform,bangalore, Norwest Venture Partners,Private Equity,680.0,5,2017
1592,2017-05-31,sastasundar,ecommerce,Online Pharmacy,kolkata,Rohto Pharmaceutical,Private Equity,42.5,5,2017
1593,2017-05-31,magicpin,consumer_internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,gurgaon,Lightspeed India Partners,Private Equity,59.5,5,2017
1594,2017-05-31,magicpin,consumer_internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,gurgaon, Waterbridge Ventures,Private Equity,59.5,5,2017
1595,2017-04-01,cashe,consumer_internet,Online & Mobile based Lending platform,mumbai,Mathew Cyriac,Private Equity,32.3,4,2017
1596,2017-04-01,cashe,consumer_internet,Online & Mobile based Lending platform,mumbai, Florintree Advisors,Private Equity,32.3,4,2017
1597,2017-04-01,cashe,consumer_internet,Online & Mobile based Lending platform,mumbai,,Private Equity,32.3,4,2017
1598,2017-04-03,eruditus,education,Executive Education Provider,mumbai,Bertelsmann India,Private Equity,69.7,4,2017
1599,2017-04-03,testbook,consumer_internet,Online Test Preparation Platform,mumbai,Matrix Partners India,Private Equity,0.0,4,2017
1600,2017-04-03,healthcare_at_home,healthcare,Home Healthcare Provider,noida,Quadria Capital Advisors,Private Equity,340.0,4,2017
1601,2017-04-03,tyre_express,technology,Enterprise IoT solutions For Tyre Performance,mumbai,Rohitash Gupta,Seed Funding,0.0,4,2017
1602,2017-04-03,smartcoin,consumer_internet,Micro Lending platform,bangalore,Unicorn India Ventures & Others,Private Equity,0.0,4,2017
1603,2017-04-04,waycool,food_beverage,Fresh-Produce Distribution Platform,chennai,Aspada Investments,Private Equity,22.95,4,2017
1604,2017-04-04,perfios,technology,Fin-Tech Solutions,bangalore,Bessemer Venture Partners,Private Equity,51.85,4,2017
1605,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore,Stellaris Venture Partners,Private Equity,31.365,4,2017
1606,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore, Helion Venture Partners,Private Equity,31.365,4,2017
1607,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore, Powerhouse Ventures,Private Equity,31.365,4,2017
1608,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore, Gokul Rajaram,Private Equity,31.365,4,2017
1609,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore, Girish Mathrubootham,Private Equity,31.365,4,2017
1610,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore, Aneesh Reddy,Private Equity,31.365,4,2017
1611,2017-04-04,whatfix,technology,Interactive Tech-Support Guides,bangalore, Vispi Daver,Private Equity,31.365,4,2017
1612,2017-04-04,elastirun,technology,App based Logistics & Distribution platform,pune,Kalaari Capital,Private Equity,59.5,4,2017
1613,2017-04-04,elastirun,technology,App based Logistics & Distribution platform,pune, Norwest Venture Partners,Private Equity,59.5,4,2017
1614,2017-04-04,trukky,consumer_internet,Online Truck Aggregator & Booking platform,ahmedabad,Keyur Joshi,Seed Funding,4.25,4,2017
1615,2017-04-04,trukky,consumer_internet,Online Truck Aggregator & Booking platform,ahmedabad, Pavan Bakeri,Seed Funding,4.25,4,2017
1616,2017-04-04,konsult_app,consumer_internet,App based Doctor Consulting platform,delhi,Koen Bouwers,Seed Funding,4.25,4,2017
1617,2017-04-04,konsult_app,consumer_internet,App based Doctor Consulting platform,delhi, Lomesh Agarwal,Seed Funding,4.25,4,2017
1618,2017-04-04,konsult_app,consumer_internet,App based Doctor Consulting platform,delhi, Jeroen Mensen,Seed Funding,4.25,4,2017
1619,2017-04-04,konsult_app,consumer_internet,App based Doctor Consulting platform,delhi, Pablo van den Bosch & Others,Seed Funding,4.25,4,2017
1620,2017-04-05,credit_sudhaar,consumer_internet,Credit Score Improvement platform,mumbai,Deepak Kulkarni,Seed Funding,0.0,4,2017
1621,2017-04-05,credit_sudhaar,consumer_internet,Credit Score Improvement platform,mumbai, Sandeep Pangal,Seed Funding,0.0,4,2017
1622,2017-04-05,fingerlix,consumer_internet,Food Delivery Platform,mumbai,Zephyr Peacock India,Private Equity,25.5,4,2017
1623,2017-04-05,dataweave,technology,Business Intelligence Solutions,bangalore,FreakOut Group,Private Equity,0.0,4,2017
1624,2017-04-05,dataweave,technology,Business Intelligence Solutions,bangalore, Blume Ventures,Private Equity,0.0,4,2017
1625,2017-04-05,dataweave,technology,Business Intelligence Solutions,bangalore, Herb Madan,Private Equity,0.0,4,2017
1626,2017-04-05,dataweave,technology,Business Intelligence Solutions,bangalore, WaterBridge Ventures,Private Equity,0.0,4,2017
1627,2017-04-06,medwell_ventures,healthcare,Home-Based Healthcare provider,bangalore,Mahindra Partners,Private Equity,178.5,4,2017
1628,2017-04-06,medwell_ventures,healthcare,Home-Based Healthcare provider,bangalore, Eight Roads Ventures,Private Equity,178.5,4,2017
1629,2017-04-06,medwell_ventures,healthcare,Home-Based Healthcare provider,bangalore, F-Prime Capital Partners,Private Equity,178.5,4,2017
1630,2017-04-06,mech_mocha,consumer_internet,Mobile gaming startup,bangalore,Accel Partners,Private Equity,42.5,4,2017
1631,2017-04-06,mech_mocha,consumer_internet,Mobile gaming startup,bangalore, Shunwei Capital,Private Equity,42.5,4,2017
1632,2017-04-07,startup_buddy,consumer_internet,Startup Support Platform,gurgaon,YouWeCan Ventures,Seed Funding,0.0,4,2017
1633,2017-04-07,startup_buddy,consumer_internet,Startup Support Platform,gurgaon,,Seed Funding,0.0,4,2017
1634,2017-04-07,qorqi,healthcare,Online Healthcare provider,noida,Paytm,Seed Funding,0.0,4,2017
1635,2017-04-07,twenty_two_motors,technology,Smart Scooter manufacturer,gurgaon,Ishwar Singh,Seed Funding,0.0,4,2017
1636,2017-04-07,twenty_two_motors,technology,Smart Scooter manufacturer,gurgaon,Farhaan Shabbir,Seed Funding,0.0,4,2017
1637,2017-04-07,pharmeasy,ecommerce,Online Pharmacy,mumbai,Bessemer Venture Partners,Private Equity,153.0,4,2017
1638,2017-04-07,pharmeasy,ecommerce,Online Pharmacy,mumbai, Orios Venture Partners,Private Equity,153.0,4,2017
1639,2017-04-07,pharmeasy,ecommerce,Online Pharmacy,mumbai, Trifecta Capital,Private Equity,153.0,4,2017
1640,2017-04-07,pharmeasy,ecommerce,Online Pharmacy,mumbai,,Private Equity,153.0,4,2017
1641,2017-04-08,wonderchef,ecommerce,Online marketplace for kitchen products,mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,0.0,4,2017
1642,2017-04-08,fastfox,consumer_internet,Online rental discovery platform,gurgaon,Lightspeed India Partners,Private Equity,39.1,4,2017
1643,2017-04-08,fastfox,consumer_internet,Online rental discovery platform,gurgaon, Blume Ventures,Private Equity,39.1,4,2017
1644,2017-04-08,fastfox,consumer_internet,Online rental discovery platform,gurgaon, CyberAgent Ventures,Private Equity,39.1,4,2017
1645,2017-04-08,fastfox,consumer_internet,Online rental discovery platform,gurgaon, GrowX Ventures,Private Equity,39.1,4,2017
1646,2017-04-08,fastfox,consumer_internet,Online rental discovery platform,gurgaon, IMJ Investment Partners,Private Equity,39.1,4,2017
1647,2017-04-10,omnify,technology,SaaS platform for SMEs,bangalore,Rajan Anandan,Seed Funding,1.275,4,2017
1648,2017-04-10,omnify,technology,SaaS platform for SMEs,bangalore, L.D Sharma,Seed Funding,1.275,4,2017
1649,2017-04-10,omnify,technology,SaaS platform for SMEs,bangalore, Saurabh Arora,Seed Funding,1.275,4,2017
1650,2017-04-10,capital_float,consumer_internet,Online Lending Platform for SME,bangalore,Mahindra and Mahindra Financial Services,Private Equity,19.55,4,2017
1651,2017-04-11,ninjacart,ecommerce,B2B agri-marketing platform,bangalore,Accel Partners,Private Equity,46.75,4,2017
1652,2017-04-11,ninjacart,ecommerce,B2B agri-marketing platform,bangalore, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust,Private Equity,46.75,4,2017
